3, 1, 43, 32256
3, 1, 55, 0
3, 1, 53, 768
3, 0, 55, 48
3, 1, 51, 720
3, 0, 53, 48
3, 1, 50, 704
3, 0, 51, 48
3, 1, 48, 736
3, 0, 50, 32
3, 1, 36, 736
3, 0, 43, 64
3, 1, 46, 704
3, 0, 48, 80
3, 1, 45, 688
3, 0, 46, 64
3, 1, 43, 704
3, 0, 45, 48
3, 1, 50, 720
3, 1, 43, 0
3, 0, 43, 48
3, 1, 43, 720
3, 1, 48, 0
3, 0, 43, 32
3, 0, 50, 0
3, 0, 36, 32
3, 1, 46, 704
3, 0, 48, 32
3, 1, 45, 736
3, 0, 46, 32
3, 1, 45, 736
3, 1, 57, 0
3, 0, 43, 32
3, 0, 45, 16
3, 1, 55, 720
3, 0, 57, 32
3, 1, 52, 1488
3, 0, 55, 48
3, 1, 51, 1488
3, 0, 52, 48
3, 1, 54, 720
3, 0, 51, 64
3, 1, 48, 720
3, 0, 54, 32
3, 1, 50, 736
3, 0, 48, 32
3, 1, 43, 736
3, 1, 55, 0
3, 0, 45, 64
3, 0, 50, 16
3, 1, 53, 688
3, 0, 55, 48
3, 1, 51, 720
3, 0, 53, 48
3, 1, 50, 704
3, 0, 51, 48
3, 1, 48, 736
3, 0, 50, 32
3, 1, 36, 736
3, 0, 43, 64
3, 1, 46, 704
3, 0, 48, 80
3, 1, 45, 688
3, 0, 46, 64
3, 1, 43, 704
3, 0, 45, 48
3, 1, 50, 720
3, 1, 43, 0
3, 0, 43, 48
3, 1, 43, 720
3, 1, 48, 0
3, 0, 43, 32
3, 0, 50, 0
3, 0, 36, 32
3, 1, 46, 704
3, 0, 48, 32
3, 1, 45, 736
3, 0, 46, 32
3, 1, 45, 736
3, 1, 57, 0
3, 0, 43, 32
3, 0, 45, 16
3, 1, 55, 720
3, 0, 57, 32
3, 1, 52, 1488
3, 0, 55, 48
3, 1, 51, 1488
3, 0, 52, 48
3, 1, 54, 720
3, 0, 51, 64
3, 1, 48, 720
3, 0, 54, 32
3, 1, 50, 736
3, 0, 48, 32
3, 1, 43, 736
3, 0, 50, 32
3, 0, 45, 0
3, 0, 43, 784
3, 1, 43, 65232
3, 1, 55, 0
3, 1, 53, 768
3, 0, 55, 48
3, 1, 51, 720
3, 0, 53, 48
3, 1, 50, 704
3, 0, 51, 48
3, 1, 48, 736
3, 0, 50, 32
3, 1, 36, 736
3, 0, 43, 64
3, 1, 46, 704
3, 0, 48, 80
3, 1, 45, 688
3, 0, 46, 64
3, 1, 43, 704
3, 0, 45, 48
3, 1, 50, 720
3, 1, 43, 0
3, 0, 43, 48
3, 1, 43, 720
3, 1, 48, 0
3, 0, 43, 32
3, 0, 50, 0
3, 0, 36, 32
3, 1, 46, 704
3, 0, 48, 32
3, 1, 45, 736
3, 0, 46, 32
3, 1, 45, 736
3, 1, 57, 0
3, 0, 43, 32
3, 0, 45, 16
3, 1, 55, 720
3, 0, 57, 32
3, 1, 52, 1488
3, 0, 55, 48
3, 1, 51, 1488
3, 0, 52, 48
3, 1, 54, 720
3, 0, 51, 64
3, 1, 48, 720
3, 0, 54, 32
3, 1, 50, 736
3, 0, 48, 32
3, 1, 43, 736
3, 1, 55, 0
3, 0, 45, 64
3, 0, 50, 16
3, 1, 53, 688
3, 0, 55, 48
3, 1, 51, 720
3, 0, 53, 48
3, 1, 50, 704
3, 0, 51, 48
3, 1, 48, 736
3, 0, 50, 32
3, 1, 36, 736
3, 0, 43, 64
3, 1, 46, 704
3, 0, 48, 80
3, 1, 45, 688
3, 0, 46, 64
3, 1, 43, 704
3, 0, 45, 48
3, 1, 50, 720
3, 1, 43, 0
3, 0, 43, 48
3, 1, 43, 720
3, 1, 48, 0
3, 0, 43, 32
3, 0, 50, 0
3, 0, 36, 32
3, 1, 46, 704
3, 0, 48, 32
3, 1, 45, 736
3, 0, 46, 32
3, 1, 45, 736
3, 1, 57, 0
3, 0, 43, 32
3, 0, 45, 16
3, 1, 55, 720
3, 0, 57, 32
3, 1, 52, 1488
3, 0, 55, 48
3, 1, 51, 1488
3, 0, 52, 48
3, 1, 54, 720
3, 0, 51, 64
3, 1, 48, 720
3, 0, 54, 32
3, 1, 50, 736
3, 0, 48, 32
3, 0, 45, 800
3, 0, 50, 48
