4, 0, 0, 65535
4, 1, 74, 513
4, 1, 67, 80
4, 1, 62, 112
4, 1, 64, 2872
4, 1, 67, 8
4, 1, 72, 0
4, 0, 62, 16
4, 0, 67, 16
4, 0, 74, 0
4, 1, 70, 1496
4, 0, 72, 40
4, 1, 65, 344
4, 1, 60, 8
4, 1, 69, 8
4, 0, 67, 8
4, 0, 70, 8
4, 0, 64, 0
4, 1, 72, 1136
4, 0, 69, 32
4, 1, 71, 728
4, 0, 65, 16
4, 0, 72, 24
4, 1, 69, 720
4, 1, 66, 8
4, 0, 71, 16
4, 1, 71, 2280
4, 1, 62, 8
4, 1, 67, 0
4, 0, 69, 16
4, 0, 66, 16
4, 0, 60, 0
4, 1, 63, 736
4, 1, 67, 0
4, 1, 70, 0
4, 0, 67, 24
4, 0, 71, 8
4, 0, 62, 8
4, 1, 71, 3032
4, 1, 62, 0
4, 1, 67, 0
4, 0, 67, 24
4, 0, 70, 24
4, 0, 63, 0
4, 1, 74, 3024
4, 0, 62, 24
4, 0, 67, 8
4, 0, 71, 0
4, 1, 67, 48
4, 1, 62, 112
4, 1, 64, 1336
4, 1, 67, 8
4, 1, 72, 0
4, 0, 62, 48
4, 0, 67, 0
4, 0, 74, 0
4, 1, 70, 1480
4, 0, 72, 40
4, 1, 65, 344
4, 1, 60, 8
4, 1, 69, 8
4, 0, 67, 8
4, 0, 70, 8
4, 0, 64, 0
4, 1, 72, 1136
4, 0, 69, 32
4, 1, 71, 728
4, 0, 65, 16
4, 0, 72, 24
4, 1, 69, 720
4, 1, 66, 8
4, 0, 71, 16
4, 1, 71, 2280
4, 1, 62, 8
4, 1, 67, 0
4, 0, 69, 16
4, 0, 66, 16
4, 0, 60, 0
4, 1, 71, 736
4, 1, 62, 0
4, 1, 67, 0
4, 0, 67, 24
4, 0, 71, 8
4, 0, 62, 8
4, 1, 74, 3032
4, 0, 62, 24
4, 0, 67, 8
4, 0, 71, 0
4, 1, 67, 48
4, 1, 62, 112
4, 1, 64, 1336
4, 1, 67, 8
4, 1, 72, 0
4, 0, 62, 48
4, 0, 67, 0
4, 0, 74, 0
4, 1, 70, 1480
4, 0, 72, 40
4, 1, 65, 344
4, 1, 60, 8
4, 1, 69, 8
4, 0, 67, 8
4, 0, 70, 8
4, 0, 64, 0
4, 1, 72, 1136
4, 0, 69, 32
4, 1, 71, 728
4, 0, 65, 16
4, 0, 72, 24
4, 1, 69, 720
4, 1, 66, 8
4, 0, 71, 16
4, 1, 71, 2280
4, 1, 62, 8
4, 1, 67, 0
4, 0, 69, 16
4, 0, 66, 16
4, 0, 60, 0
4, 0, 67, 3824
4, 0, 71, 24
4, 0, 62, 8
