2, 1, 79, 32256
2, 1, 77, 752
2, 0, 79, 48
2, 1, 75, 736
2, 0, 77, 48
2, 1, 74, 720
2, 0, 75, 32
2, 1, 72, 736
2, 0, 74, 80
2, 1, 70, 1456
2, 0, 72, 64
2, 1, 69, 704
2, 0, 70, 64
2, 1, 67, 688
2, 0, 69, 32
2, 1, 74, 736
2, 0, 67, 48
2, 1, 72, 736
2, 0, 74, 32
2, 1, 70, 720
2, 0, 72, 48
2, 1, 69, 736
2, 0, 70, 16
2, 1, 67, 1504
2, 0, 69, 80
2, 1, 76, 1472
2, 0, 67, 64
2, 1, 75, 1472
2, 0, 76, 48
2, 1, 78, 720
2, 0, 75, 80
2, 1, 84, 688
2, 0, 78, 32
2, 1, 79, 1504
2, 0, 84, 48
2, 1, 77, 704
2, 0, 79, 48
2, 1, 75, 736
2, 0, 77, 48
2, 1, 74, 720
2, 0, 75, 32
2, 1, 72, 736
2, 0, 74, 80
2, 1, 70, 1456
2, 0, 72, 64
2, 1, 69, 704
2, 0, 70, 64
2, 1, 67, 688
2, 0, 69, 32
2, 1, 74, 736
2, 0, 67, 48
2, 1, 72, 736
2, 0, 74, 32
2, 1, 70, 720
2, 0, 72, 48
2, 1, 69, 736
2, 0, 70, 16
2, 1, 67, 1504
2, 0, 69, 80
2, 1, 76, 1472
2, 0, 67, 64
2, 1, 75, 1472
2, 0, 76, 48
2, 1, 78, 720
2, 0, 75, 80
2, 1, 84, 688
2, 0, 78, 32
2, 1, 74, 1504
2, 0, 84, 48
2, 1, 67, 32
2, 1, 62, 112
2, 0, 62, 2896
2, 0, 67, 16
2, 0, 74, 0
2, 1, 79, 62944
2, 1, 77, 752
2, 0, 79, 48
2, 1, 75, 736
2, 0, 77, 48
2, 1, 74, 720
2, 0, 75, 32
2, 1, 72, 736
2, 0, 74, 80
2, 1, 70, 1456
2, 0, 72, 64
2, 1, 69, 704
2, 0, 70, 64
2, 1, 67, 688
2, 0, 69, 32
2, 1, 74, 736
2, 0, 67, 48
2, 1, 72, 736
2, 0, 74, 32
2, 1, 70, 720
2, 0, 72, 48
2, 1, 69, 736
2, 0, 70, 16
2, 1, 67, 1504
2, 0, 69, 80
2, 1, 76, 1472
2, 0, 67, 64
2, 1, 75, 1472
2, 0, 76, 48
2, 1, 78, 720
2, 0, 75, 80
2, 1, 84, 688
2, 0, 78, 32
2, 1, 79, 1504
2, 0, 84, 48
2, 1, 77, 704
2, 0, 79, 48
2, 1, 75, 736
2, 0, 77, 48
2, 1, 74, 720
2, 0, 75, 32
2, 1, 72, 736
2, 0, 74, 80
2, 1, 70, 1456
2, 0, 72, 64
2, 1, 69, 704
2, 0, 70, 64
2, 1, 67, 688
2, 0, 69, 32
2, 1, 74, 736
2, 0, 67, 48
2, 1, 72, 736
2, 0, 74, 32
2, 1, 70, 720
2, 0, 72, 48
2, 1, 69, 736
2, 0, 70, 16
2, 1, 67, 1504
2, 0, 69, 80
2, 1, 76, 1472
2, 0, 67, 64
2, 1, 75, 1472
2, 0, 76, 48
2, 1, 78, 720
2, 0, 75, 80
2, 1, 84, 688
2, 0, 78, 128
2, 0, 84, 1504
