5, 0, 0, 65535
5, 1, 50, 2721
5, 1, 50, 96
5, 0, 50, 16
5, 1, 50, 176
5, 0, 50, 16
5, 1, 43, 176
5, 0, 50, 16
5, 1, 43, 176
5, 0, 43, 8
5, 1, 48, 184
5, 0, 43, 24
5, 1, 43, 648
5, 0, 48, 24
5, 1, 43, 72
5, 0, 43, 24
5, 1, 40, 168
5, 0, 43, 16
5, 1, 40, 176
5, 0, 40, 8
5, 1, 36, 184
5, 0, 40, 16
5, 1, 36, 176
5, 0, 36, 24
5, 1, 41, 648
5, 0, 36, 24
5, 1, 41, 72
5, 0, 41, 8
5, 1, 41, 184
5, 0, 41, 16
5, 0, 41, 176
5, 1, 43, 0
5, 0, 43, 192
5, 1, 43, 0
5, 1, 45, 192
5, 0, 43, 24
5, 0, 45, 1152
5, 1, 42, 1032
5, 1, 42, 96
5, 0, 42, 8
5, 1, 42, 184
5, 0, 42, 16
5, 1, 43, 176
5, 0, 42, 24
5, 1, 43, 168
5, 0, 43, 8
5, 1, 45, 184
5, 0, 43, 24
5, 1, 45, 168
5, 0, 45, 16
5, 1, 38, 176
5, 0, 45, 24
5, 0, 38, 784
5, 1, 39, 344
5, 0, 39, 192
5, 1, 39, 0
5, 1, 43, 192
5, 0, 39, 24
5, 1, 43, 168
5, 0, 43, 24
5, 1, 46, 168
5, 0, 43, 48
5, 1, 46, 144
5, 0, 46, 16
5, 1, 51, 176
5, 0, 46, 16
5, 1, 46, 176
5, 0, 51, 40
5, 1, 43, 152
5, 0, 46, 24
5, 0, 43, 168
5, 1, 43, 0
5, 1, 39, 192
5, 0, 43, 24
5, 0, 39, 776
5, 1, 43, 1024
5, 1, 43, 96
5, 0, 43, 32
5, 1, 43, 160
5, 0, 43, 24
5, 1, 38, 168
5, 0, 43, 40
5, 1, 38, 152
5, 0, 38, 24
5, 1, 31, 168
5, 0, 38, 48
5, 0, 31, 1528
5, 1, 50, 632
5, 1, 50, 96
5, 0, 50, 16
5, 1, 50, 176
5, 0, 50, 16
5, 1, 43, 176
5, 0, 50, 16
5, 1, 43, 176
5, 0, 43, 8
5, 1, 48, 184
5, 0, 43, 24
5, 1, 43, 648
5, 0, 48, 24
5, 1, 43, 72
5, 0, 43, 24
5, 1, 40, 168
5, 0, 43, 16
5, 1, 40, 176
5, 0, 40, 8
5, 1, 36, 184
5, 0, 40, 16
5, 1, 36, 176
5, 0, 36, 24
5, 1, 41, 648
5, 0, 36, 24
5, 1, 41, 72
5, 0, 41, 8
5, 1, 41, 184
5, 0, 41, 16
5, 0, 41, 176
5, 1, 43, 0
5, 0, 43, 192
5, 1, 43, 0
5, 1, 45, 192
5, 0, 43, 24
5, 0, 45, 1152
5, 1, 42, 1032
5, 1, 42, 96
5, 0, 42, 8
5, 1, 42, 184
5, 0, 42, 16
5, 1, 43, 176
5, 0, 42, 24
5, 1, 43, 168
5, 0, 43, 8
5, 1, 45, 184
5, 0, 43, 24
5, 1, 45, 168
5, 0, 45, 16
5, 1, 38, 176
5, 0, 45, 24
5, 0, 38, 784
5, 1, 47, 1016
5, 1, 47, 96
5, 0, 47, 32
5, 1, 47, 160
5, 0, 47, 24
5, 1, 43, 168
5, 0, 47, 40
5, 1, 43, 152
5, 0, 43, 24
5, 1, 38, 168
5, 0, 43, 48
5, 0, 38, 1152
5, 1, 50, 1008
5, 1, 50, 96
5, 0, 50, 16
5, 1, 50, 176
5, 0, 50, 16
5, 1, 43, 176
5, 0, 50, 16
5, 1, 43, 176
5, 0, 43, 8
5, 1, 48, 184
5, 0, 43, 24
5, 1, 43, 648
5, 0, 48, 24
5, 1, 43, 72
5, 0, 43, 24
5, 1, 40, 168
5, 0, 43, 16
5, 1, 40, 176
5, 0, 40, 8
5, 1, 36, 184
5, 0, 40, 16
5, 1, 36, 176
5, 0, 36, 24
5, 1, 41, 648
5, 0, 36, 24
5, 1, 41, 72
5, 0, 41, 8
5, 1, 41, 184
5, 0, 41, 16
5, 0, 41, 176
5, 1, 43, 0
5, 0, 43, 192
5, 1, 43, 0
5, 1, 45, 192
5, 0, 43, 24
5, 0, 45, 1152
5, 1, 42, 1032
5, 1, 42, 96
5, 0, 42, 8
5, 1, 42, 184
5, 0, 42, 16
5, 1, 43, 176
5, 0, 42, 24
5, 1, 43, 168
5, 0, 43, 8
5, 1, 45, 184
5, 0, 43, 24
5, 1, 45, 168
5, 0, 45, 16
5, 1, 38, 176
5, 0, 45, 24
5, 0, 38, 784
5, 1, 47, 1016
5, 1, 47, 96
5, 0, 47, 32
5, 1, 47, 160
5, 0, 47, 24
5, 1, 43, 168
5, 0, 47, 40
5, 1, 43, 152
5, 0, 43, 24
5, 1, 38, 168
5, 0, 43, 48
5, 0, 38, 768
